正文,真实值,预测值
目的 研究 神经 根 减压 术 三叉神经痛 及面 肌 痉挛 治疗 效果 方法 选取 例 原发性 三叉神经痛 面肌 痉挛 患者 乙状 窦 后进 路桥 小脑 角 神经 根 血管 减压 术 治疗 患者 手术 成功 随访 月 年 复发 结论 神经 减压 术 三叉神经痛 面肌 痉挛 治疗 效果 值得 推广应用,0,[0.00062493]
目的 微血管 减压 术 三叉神经 半月 节 温控 射频 热凝术 临床 治疗 效果 安全性 方法 选取 年 月 年 月 某院行 外科 治疗 例 三叉神经痛 患者 分组 接受 微血管 减压 术 三叉神经 半月 节 温控 射频 热凝 术后 临床 治疗 效果 安全性 微血管 减压 组 例 治愈 例 显效 例 例 无效 例 射频 热凝组 例 治愈 例 显效 例 例 无效 例 结论 原发性 三叉神经痛 患者 知情 选择 前提 应 优先选择 微血管 减压 术,0,[0.00561174]
目的 探究 门诊 口腔科 患者 常规 心理 针对性 护理 措施 方法 抽取 年 月 年 月 例 口腔疾病 患者 随机 分为 观察 组与 对照组 例 两组 患者 不良 心理 改善 情况 护理 满意度 观察 观察 组 焦虑 抑郁 心理 改善 效果 优于 对照组 两组 数据 差异 统计学 意义 结论 门诊 口腔科 患者 针对性 心理 护理 干预 措施 效果显著,1,[0.99633163]
目的 探讨 曲安 奈德 联合 卡 介素 多糖 核酸 口腔 扁平苔藓 治疗 临床 效果 观察 分析 不良反应 预后 方法 选择 年 月 年 月 例 患者 随机 数字 表法 分为 对照组 治疗 组 例 治疗 组 患者 曲安 奈德 联合 卡 介素 多糖 核酸 治疗 对照组 患者 曲安 奈德 治疗 观察 两组 患者 临床 治疗 效果 采用 软件 统计分析 治疗 总 有效率 治疗 组为 高于 对照组 差异 统计学 意义 治疗 组 评分 ± 分 低于 对照组 ± 分 差异 统计学 意义 治疗 组 患者 复发率 不良反应 发生率 低于 对照组 差异 统计学 意义 结论 曲安 奈德 联合 卡 介素 多糖 核酸 临床 治疗 效果 缓解 患者 疼痛 降低 不良反应 复发率 预后 值得 临床 推广应用,1,[0.9998983]
背景 牙齿 拔除 拔牙 窝内 新骨 改建 神经 支配 密切相关 目的 探讨 失 神经 支配 拔牙 窝新骨 骨量 调节作用 方法 切除 犬 一侧 下牙槽 神经 建立 失 神经 支配 动物模型 失 神经 支配 侧为 实验组 以未 切除 侧为 对照组 组织学 染色 检测 术后 周 时间 点 拔牙 窝新骨 骨量 结论 实验组 拔牙 窝骨 缺损 区 新生 骨量 面积 百分比 术后 周 低于 对照组 术后 周 实验组 颊 舌侧 牙 槽 嵴 高度 差 高于 对照组 失 神经 支配 拔牙 窝新骨 骨量 密切相关 性,0,[0.00330563]
三维 宣教 方法 固定 正畸 治疗 患者 宣教 提高 患者 治疗 期间 依从性 保持良好 口腔卫生 岁 正畸 初戴 固定 矫治器 患者 例 随机 分为 对照组 实验组 各组 例 实验组 治疗 采用 观看 宣教 视频 模型 演示 加 菌斑 染色法 患者 口腔卫生 宣教 对照组 采用 传统 口腔 健康 教育 方法 护士 面对面 患者 讲解 刷牙 方法 内容 无视 屏 宣教 模型 菌斑 染色 内容 实验组 记录 两组 治疗 正畸 菌斑指数 牙龈 出血指数 统计学 分析 患者 维护 矫治 装置 好坏 按约 复诊 规范 佩戴 矫治 装置 口腔卫生 中断 治疗 五个 评价 患者 依从性 差 实验组 对照组 分析 治疗 月 治疗 月 三维 口腔卫生 宣教 方法 患者 正畸 菌斑指数 牙龈 出血指数 差异 三维 口腔卫生 宣教 方法 患者 依从性 高于 对照组 三维 宣教 方法 固定 正畸 期间 患者 口腔卫生 状况 作用 提高 患者 依从性,1,[0.80979264]
目的 评价 分析 整体 护理 口腔癌 术后 患者 中 价值 方法 例 接受 口腔癌 手术 患者 随机 分成 对照组 试验 组 例 对照组 患者 常规 护理 方法 试验 组 患者 整体 护理 方法 两组 患者 治疗 满意度 评分 患者 治疗 成功率 并发症 发生率 试验 组 患者 满意度 评分 高于 对照组 两组 差异 统计学 意义 试验 组 患者 治疗 成功率 高于 对照组 两组 差异 统计学 意义 试验 组 患者 并发症 发生率 低于 对照组 两组 差异 统计学 意义 结论 整体 护理 实行 提高 患者 治疗 信心 满意度 有助于 手术 治疗 成功 发现 并发症 降低 并发症 发生 患者 快速 康复 提升 护理 质量,1,[0.99838114]
目的 研究 混料 均匀 设计 方法 原理 条件 探索 遗传算法 混料 均匀 设计 最优 配方 配比 优化 效果 医药学 混料 均匀 设计 优化 提供 科学 方法 方法 引用 文献 中 实验设计 数据 分析 对乙酰氨基酚 口腔 崩解 片为 模型 药物 处方 中 填充 剂 崩解 剂 配比 优化 混料 条件 附加条件 约束 构建 多项式 混料 均匀 设计 模型 采用 遗传算法 约束条件 目标 寻优 传统 寻优 方法 遗传算法 求得 实例 中 对乙酰氨基酚 口腔 崩解 片 硬度 平均水平 高于 原 文献 中 预测 硬度 提高 遗传算法 搜索 各组 分解 目标值 大于 试验 硬度 值 选择 次 搜索 最优 配方 条件 口腔 崩解 片 硬度 处方 配比 乳糖 占 微晶 纤维素 交联 羧甲 纤维素 钠 占 结论 遗传算法 搜索 组分 比例 效果 用于 混料 均匀 设计 优化 指导,0,[0.00013507]
牙菌斑 分析 口腔疾病 举例 分析 指出 牙菌斑 口腔疾病 根源 简述 中药 口腔疾病 药理作用,0,[0.0002632]
目的 探讨 老年 患者 口腔癌 根治术 中 护理 风险 护理 要点 方法 例 老年 口腔癌 患者 实施 口腔癌 根治术 分析 术 中 风险 因素 采取相应 护理 措施 例 患者 手术 顺利完成 手术 时间 平均 ± 术 中 例 患者 低血压 例 患者 低 体温 采用 对症 恢复 改善 结论 老年 患者 行 口腔癌 根治术 中 护理 风险 分析 采取有效 应对 措施 其是 患者 顺利完成 手术 关键,0,[0.00103552]
目的 分析 粤西 地区 替牙期 小学生 龋病 流行 特征 相关 因素 方法 整群 随机抽样 分层 随机抽样 法 抽取 小学 替牙期 学生 展开 口腔 健康检查 问卷调查 小学生 龋病 患病率 多元 线性 回归 分析 显示 家庭 月 收入 儿童 生活 父亲 学历 小学生 龋病 结论 粤西 地区 小学生 龋病 患病率 高 家庭 月 收入 儿童 生活 父亲 学历 影响 因素 医疗机构 加大 口腔 健康 教育 力度 展开 口腔 预防 活动 增加 龋病 治疗率,0,[0.00459017]
目的 探讨 中西医 治疗 口腔溃疡 临床 疗效 方法 选自 年 月 年 月 我院 收治 口腔溃疡 患者 例 随机 分成 两组 每组 例 命名 观察 组和 对照组 对照组 患者 给予 西药 治疗 观察 组 患者 给予 西药 治疗 基础 加用 中药 治疗 两组 患者 临床 治疗 效果 观察 组 患者 临床 治疗 有效率 复发率 对照组 患者 临床 治疗 有效率 复发率 结论 中西医 治疗 口腔溃疡 临床 治疗 效果显著 该种 治疗 方法 值得 临床 推广,1,[0.9995084]
下关 穴 治疗 三叉神经痛 常用 穴位 足 阳明胃 位于 面颊 部 距离 三叉神经 节及 蝶 腭 神经节 针刺 疏通 局部 经络 气血 局部 血液循环 加速 局部 功能 恢复 止痛 目的 下关 穴 治疗 三叉神经痛 刺 灸 方法 包括 针刺 电针 穴位 注射 隔 姜灸 皮内针 毫针 刺法 包括 合谷 刺 齐刺 芒针 深刺 透刺 针感 以酸胀 感 电击 感 本文 检索 文献 中 大部分 采用 深刺 方法 侧目 眦 乳突 透刺 刺入 三叉神经 节 蝶 腭 神经节 部位 以有 放射性 针感 或酸胀 感为 佳 大部分 学者 皆 认同 深刺 下关 穴 更好 止痛 效果 文献 准确 描述 下关 穴 刺 灸 方法 纳入 研究 临床试验 证实 刺灸 方法 疗效 差异 深刺 下关 穴 好于 浅 刺 论点 尚显 证据不足 试验 临床 医生 提供 确切 科学 证据,0,[0.00014329]
目的 学龄前 儿童 口腔 中 挥发性 硫化物 检出 情况 分析 学龄前 儿童 口臭 相关 因素 儿童 口臭 相关 疾病 预防 治疗 提供 方法 北京市 幼儿园 名 岁 学龄前 儿童 口腔 中 挥发性 硫化物 含量 口腔 健康状况 检查 儿童 家长 问卷调查 挥发性 硫化物 检测 便携式 气相色谱仪 软件包 口腔 健康状况 因素 因素 分析 因素 分析 结果显示 检出 口臭 儿童 占 受检 人数 女童 口腔 中 硫化氢 ± 总量 ± 高于 男童 舌苔 指数 高 儿童 舌苔 面积 ± 舌苔 厚度 ± 总量 舌苔 面积 ± 舌苔 厚度 ± 高于 舌苔 指数 低 儿童 简化 软垢指数 记 分值 ≥ 位点 数值 甲 硫醇 二甲基 硫 浓度 呈 正 相关 母亲 受 教育 程度 本科 儿童 口腔 中 值 ± 低于 母亲 教育 程度 本科 儿童 甜食 进食 频率 高 儿童 浓度 ± 低于 频率 低 儿童 张口 呼吸 习惯 儿童 浓度 ± ± 高于 张口 呼吸 习惯 儿童 因素 分析 结果显示 舌苔 指数 高 母亲 教育 程度 低 儿童 高于 舌苔 指数 低 母亲 教育 程度 高 儿童 结论 学龄前 儿童 口臭 检出率 高 性别 舌苔 指数 软垢指数 母亲 教育 程度 甜食 进食 频率 张口 呼吸 因素 儿童 口臭 相关 影响 因素 影响 因素 导致 成分 改变,0,[4.6462967e-05]
目的 探讨 头颈部 肿瘤 患者 放射治疗 食欲 相关 不良反应 关系 方法 分析 例 头颈部 肿瘤 患者 接受 放射治疗 每日 唾液 生成 情况 镇痛 药物 口腔 护理 频率 食欲 变化 放射 剂量 时 食欲 下降 受 指数 年龄 味觉 敏感性 影响 放射 剂量 时 食欲 下降 受 口腔 护理 次数 口腔 干燥症 年龄 味觉 敏感性 口腔 黏膜炎 影响 放射 剂量 时 食欲 下降 受 清晨 唾液 生成 减少 口腔 护理 次数 口腔 干燥症 黏膜炎 镇痛 药物 味觉 敏感性 影响 结论 预防 头颈部 肿瘤 患者 放射治疗 食欲 下降 相关 护理 应 放射 剂量 方案 实行 改善 患者 放射治疗 饮食 生活 质量 临床意义,0,[0.00171573]
目的 观察 热毒宁 注射液 治疗 小儿 手足 口病 临床 疗效 方法 选取 手足 口病 患儿 例 数字 随机 法 患儿 随机 分成 观察 组和 对照组 对照组 常规 治疗 观察 组在 对照组 基础 加用 热毒宁 注射液 治疗 两组 治疗 效果 观察 组 心肌 酶 降低 比例 高于 对照组 观察 组 体温 比例 优于 对照组 差异 统计学 意义 两组 口腔 疱疹 消退 情况 差异 统计学 意义 两组 双手 双足 臀部 皮疹 消退 情况 差异 统计学 意义 两组 用药 不良反应 发生率 差异 统计学 意义 结论 热毒宁 注射液 小儿 手足 口病 治疗 中 效果显著 安全性 高,1,[0.9988023]
正 牙  石膏 模型 患者 牙  信息 载体 口腔 临床 中 牙  模型 真实 记录 患者 牙齿 牙槽骨 腭 部及 下颌 基骨 形态 位置 口腔 正畸 学中 对牙  石膏 模型 测量 分析 临床 诊治 方案设计 步骤 口腔 正畸 学中 测量 牙冠 宽度 牙弓 弧形 长度 牙弓 宽度 牙弓 长度 分析 指数 指数 分析 研究  牙弓 牙齿 协调性 测量 基骨 长度 宽度 分析 研究 牙量 骨量 关,0,[5.99266e-06]
目的 探讨 数字化 模型外科 牙 颌面 畸形 治疗 中 价值 方法 选取 例牙 颌面 畸形 患者 重建 模型 激光 扫描 牙列 模型 构建 数字化 颅 颌面 牙列 模型 此基础 手术 设计 三维 打印 板及 导板 指导 手术 术后 月 面部 对称性 手术 精确度 评价 患者 顺利完成 手术 虚拟 设计 板 导板 三维 打印 正颌 手术 偏颌 畸形 患者 术后 对称性 明显改善 术后 模型 与术 前 设计 差异 度 结论 利用 数字化 模型外科 手术 设计 模拟 预测 三维 打印 板及 导板 指导 手术 牙 颌面 畸形 治疗 中 价值 值得 临床 推广,0,[8.392723e-06]
目的 探讨 重组 人乳 铁蛋白 口腔癌 细胞周期 调控 因子 基因 表达 影响 方法 体外 培养 细胞 采用 流式细胞 仪 法 法分析 细胞周期 细胞 情况 基因 表达 细胞 组 值 ± ± ± 低于 细胞 组 细胞 组 期 细胞 数 ± ± ± 高于 细胞 组 浓度 作用 时间 增加 细胞 比例 增大 细胞 组 表达 量 ± 低于 细胞 组 细胞 组 表达 量 统计学 差异 结论 降低 表达 抑制 细胞 增殖 期 阻滞 作用,0,[1.8200913e-05]
目的 探讨 三叉神经痛 型桥 小脑 角区 微小 胆脂瘤 诊断 方法 手术 治疗 效果 方法 年 月 年 月 我科 例 可疑 三叉神经痛 型桥 小脑 角区 微小 胆脂瘤 患者 术 前行 检查 诊断 采用 枕下 乙状 窦后 入路行 肿瘤 切除 三叉神经 全程 探查 减压 术 病例 诊断 肿瘤 全切 率 三叉神经 减压 保护 术后 三叉神经痛 症状 消失 例 缓解 例 复查 序列 显示 肿瘤 消失 随访 月 患者 症状 消失 复发 结论 年轻 非典型 三叉神经痛 疑诊 胆脂瘤 患者 应 行 序列 扫描 提高 桥 小脑 角区 微小 胆脂瘤 诊断 准确率 术 中 全切 肿瘤 行 三叉神经 全程 探查 减压 症状 改善 关键,0,[0.00042427]
目的 探讨 老年人 前牙 个性化 修复 可行性 方法 例 前牙 缺失 病例 前牙 缺损 牙间隙 老年 病例 回顾性 分析 老年人 前牙 个性化 修复 治疗 需在 患者 同意 基础 放宽 修复 标准 患者 需求 修复 治疗 患者 满意 观察 月 前牙 个性化 修复 成功率 前牙 个性化 修复 效果 满意 结论 短期内 老年人 前牙 个性化 修复 患者 完美 修复 效果,0,[1.9073332e-06]
目的 探讨 牙槽 突 整形术 患者 综合 护理 干预 方法 效果 方法 例行 牙槽 突 整形术 患者 随机 分为 观察 组 例 对照组 例 对照组 给予 常规 护理 措施 观察 组在 对照组 基础 实施 综合 护理 干预 两组 护理 效果 观察 组 手术 成功率 高于 对照组 切口 渗血 肿胀 疼痛 口腔 异味 感觉 异常 术后 并发症 发生率 低于 对照组 结论 综合 护理 干预 提高 牙槽 突 整形术 患者 手术 成功率 减少 术后 并发症,1,[0.9984804]
目的 探讨 慢性 牙周炎 三壁 骨下袋 植骨术 中 生物膜 牙周病 治疗 效果 影响 方法 选择 年 月 年 月 佛山市 禅城区 向阳 医院 口腔科 就诊 三壁 骨下袋 牙周袋 探诊 深度 ≥ 骨 吸收 区 角度 ≤ ° 慢性 牙周炎 患者 例 随机 分成 两组 盖膜组 例 行 牙周 植骨术 覆盖 生物膜 非盖膜 组 例 仅行 牙周 植骨术 覆盖 生物膜 术后 月 回访 检查 临床 附着 丧失 龈沟 出血指数 牙龈退缩 牙周 观察 指标 变化 线 检查 测量 植骨区 骨密度 植骨区 新生 骨 高度 两组 骨 缺损 修复 情况 两组 术后 月 较术 前 明显改善 差异 统计学 意义 两组 之间 差异 统计学 意义 两组 术后 月 植骨区 骨密度 新生 骨 高度 升高 两组 之间 差异 统计学 意义 结论 慢性 牙周炎 三壁 骨下袋 患牙 施行 覆盖 生物膜 牙周 植骨术 疗效 确切 可简化 术式 减少 手术 创伤 降低 手术 费用,1,[0.98355067]
目的 探讨 口腔 种植 术 中 微创 翻瓣 技术 价值 方法 选取 年 月 月 我院 口腔科 收治 牙 缺失 并行 口腔 种植 术 患者 例 随机 分为 观察 组和 对照组 例 观察 组 患者 行 常规 翻瓣 口腔 种植 术 对照 患者 口腔 种植 术 中 微创 翻瓣 技术 两组 患者 手术 时间 手术 效果 术后 患者 满意度 观察 组 患者 手术 时间 术后 肿痛 时间 术后 用药 时间 对照组 短 观察 组 手术 情况 优于 对照组 差异 统计学 意义 观察 组和 对照组 患者 手术 成功率 差异 统计学 意义 观察 组 患者 满意率 高于 对照组 患者 差异 统计学 意义 结论 微创 翻瓣 技术 行 口腔 种植 术 缩短 手术 时间 减轻 患者 痛苦 患者 满意度 高 值得 临床 大力推广,1,[0.9980422]
牙槽骨 颌骨 中 包绕 牙根 突起 缺损 缺失 将会 导致 牙齿 松动 丧失 一系列 并发症 口腔 全身 健康状况 影响 导致 牙槽骨 缺损 缺失 原因 包括 全身 因素 口腔 局部 因素 本文 导致 牙槽骨 缺损 缺失 口腔 局部 原因 局部 原因 牙槽骨 缺损 缺失 阐述 牙槽骨 缺损 修复 再生 方法 临床 工作者 相关 时 提供,0,[5.935598e-05]
正 龋病 影响 儿童 生长发育 身心健康 常见 口腔疾病 学龄前 儿童 龋 病 高发 人群 本文 报道 年 上海市 宝山区 名 学龄前 儿童 龋病 情况 调查结果 旨在 探讨 儿童 龋 病防治 对策 对象 方法 对象 宝山区 共有 幼儿园 城区 非 城区 城区 幼儿园 所非 城区 幼儿园 中 采用 整体 抽样 方法 随机 抽取 幼儿园 合计 名 学龄前 儿童 男童 名 女童 名,0,[0.00857162]
